;combo;num_outlets;num_appearances;normalized_appearances;year;month;month_half;FarRight;Right;CenterRight;Center;CenterLeft;Left;FarLeft
890;none.none.none;44;150;45.20547945205479;2019;9;15;54;0;52;16;18;10;0
891;none.donald trump.none;4;8;0.2191780821917808;2019;9;15;6;0;0;0;2;0;0
892;greta thunberg.none.none;2;6;0.0821917808219178;2019;9;15;6;0;0;0;0;0;0
893;none.john bolton.donald trump;2;4;0.0547945205479452;2019;9;15;2;0;2;0;0;0;0
894;none.kim jong un.north korea;1;4;0.0273972602739726;2019;9;15;0;0;0;0;4;0;0
895;samuel adams.british general thomas gage.none;1;4;0.0273972602739726;2019;9;15;4;0;0;0;0;0;0
896;michael cohen.donald trump.none;1;4;0.0273972602739726;2019;9;15;0;0;0;0;4;0;0
897;alex jones.global elite.80% of the world's population;1;4;0.0273972602739726;2019;9;15;4;0;0;0;0;0;0
898;none.k joy thomas.pmc bank depositors;1;2;0.0136986301369863;2019;9;15;0;0;2;0;0;0;0
899;none.justin trudeau.jody wilson-raybould};1;2;0.0136986301369863;2019;9;15;2;0;0;0;0;0;0
900;none.none.none;162;700;191.87817258883248;2019;10;1;50;130;104;194;128;62;32
901;none.donald trump.joe biden;12;26;0.5279187817258882;2019;10;1;2;0;0;0;2;2;20
902;none.donald trump.none;9;24;0.36548223350253806;2019;10;1;4;0;0;0;2;4;14
903;jessye norman.none.none;5;10;0.08460236886632826;2019;10;1;0;0;0;8;2;0;0
904;bernie sanders.none.none;5;10;0.08460236886632826;2019;10;1;0;2;0;0;0;6;2
905;none.rudy giuliani.none;3;6;0.03045685279187817;2019;10;1;0;0;0;0;0;0;6
906;andrew bogut.none.none;3;6;0.03045685279187817;2019;10;1;0;0;0;0;6;0;0
907;none.donald trump.republican party;3;6;0.03045685279187817;2019;10;1;0;0;0;0;0;0;6
908;chris paul.none.none;3;6;0.03045685279187817;2019;10;1;0;0;0;4;2;0;0
909;jonathan holloway.none.none;3;6;0.03045685279187817;2019;10;1;0;0;0;0;6;0;0
910;none.none.none;74;242;60.2962962962963;2019;10;15;70;2;60;4;16;62;28
911;none.donald trump.none;4;10;0.13468013468013468;2019;10;15;2;0;0;0;0;0;8
912;alex jones.global elite.80% of the world's population;1;10;0.03367003367003367;2019;10;15;10;0;0;0;0;0;0
913;gary woodland.none.none;2;4;0.026936026936026935;2019;10;15;0;0;4;0;0;0;0
914;none.donald trump.kurds;2;4;0.026936026936026935;2019;10;15;0;0;2;0;0;0;2
915;tulsi gabbard.hillary clinton.none;2;4;0.026936026936026935;2019;10;15;2;0;0;0;0;0;2
916;none.donald trump.syrian kurds;2;4;0.026936026936026935;2019;10;15;0;0;2;0;0;2;0
917;kamala harris.donald trump.none;2;4;0.026936026936026935;2019;10;15;2;0;0;0;0;0;2
918;nasa.none.none;2;4;0.026936026936026935;2019;10;15;0;0;4;0;0;0;0
919;alexander vindman.donald trump.ukraine;2;4;0.026936026936026935;2019;10;15;0;0;0;0;0;0;4
920;none.none.none;188;954;304.5025466893039;2019;11;1;74;160;188;192;156;162;22
921;none.donald trump.none;17;40;1.1544991511035654;2019;11;1;4;4;2;2;4;6;18
922;narendra modi.none.none;7;22;0.2614601018675721;2019;11;1;0;2;14;4;2;0;0
923;billy porter.none.none;5;10;0.08488964346349745;2019;11;1;0;0;2;2;0;6;0
924;"none
villain: none
victim: none.none.none";4;8;0.05432937181663837;2019;11;1;0;0;4;2;0;2;0
925;nancy pelosi.donald trump.americans;4;8;0.05432937181663837;2019;11;1;0;0;0;0;0;8;0
926;prince harry.none.none;4;8;0.05432937181663837;2019;11;1;0;0;2;2;4;0;0
927;kawhi leonard.none.none;4;8;0.05432937181663837;2019;11;1;0;0;4;2;2;0;0
928;kim wilkins.none.none;3;6;0.030560271646859087;2019;11;1;0;0;0;0;6;0;0
929;election commission.none.none;3;6;0.030560271646859087;2019;11;1;0;0;2;2;2;0;0
930;none.none.none;25;104;26.53061224489796;2019;11;15;66;0;0;0;12;0;26
931;none.donald trump.none;4;8;0.32653061224489793;2019;11;15;2;0;0;0;0;0;6
932;alex jones.global elite.80% of the world's population;1;10;0.1020408163265306;2019;11;15;10;0;0;0;0;0;0
933;marie yovanovitch.donald trump.none;2;4;0.08163265306122448;2019;11;15;0;0;0;0;0;0;4
934;sean maloney.gordon sondland.none;2;4;0.08163265306122448;2019;11;15;0;0;0;0;0;0;4
935;kanye west.none.none;2;4;0.08163265306122448;2019;11;15;4;0;0;0;0;0;0
936;gordon sondland.donald trump.none;2;4;0.08163265306122448;2019;11;15;0;0;0;0;0;0;4
937;none.donald trump.americans;2;4;0.08163265306122448;2019;11;15;0;0;0;0;0;0;4
938;none.sir richard dearlove.jeremy corbyn;1;4;0.04081632653061224;2019;11;15;4;0;0;0;0;0;0
939;donald trump.none.none;1;4;0.04081632653061224;2019;11;15;4;0;0;0;0;0;0
940;none.none.none;215;656;164.95906432748538;2019;12;1;56;110;148;108;110;98;26
941;none.donald trump.none;11;22;0.28304093567251465;2019;12;1;0;0;2;4;6;0;10
942;mose allison.none.none;8;16;0.1497076023391813;2019;12;1;0;0;0;4;10;2;0
943;none.security forces.demonstrator;7;14;0.11461988304093568;2019;12;1;0;0;0;2;12;0;0
944;porter.none.none;5;10;0.05847953216374269;2019;12;1;0;0;0;2;6;2;0
945;jimmy kimmel.none.none;5;10;0.05847953216374269;2019;12;1;0;0;0;0;8;2;0
946;none.xi jinping.taiwan;4;8;0.03742690058479532;2019;12;1;0;0;0;0;6;2;0
947;shaun ferguson.none.10 people;4;8;0.03742690058479532;2019;12;1;0;0;0;2;4;2;0
948;nancy pelosi.donald trump.none;4;8;0.03742690058479532;2019;12;1;0;0;0;0;0;0;8
949;none.joe biden.none;3;6;0.021052631578947368;2019;12;1;0;6;0;0;0;0;0
950;none.none.none;58;174;46.93953488372093;2019;12;15;62;0;0;6;10;46;50
951;none.donald trump.none;5;14;0.32558139534883723;2019;12;15;2;0;0;0;0;0;12
952;chuck schumer.mitch mcconnell.donald trump;3;6;0.08372093023255814;2019;12;15;2;0;0;0;0;0;4
953;none.donald trump.nancy pelosi;3;6;0.08372093023255814;2019;12;15;0;0;0;0;0;0;6
954;nancy pelosi.mitch mcconnell.donald trump;3;6;0.08372093023255814;2019;12;15;0;0;0;0;0;0;6
955;nicola sturgeon.boris johnson.scotland;2;4;0.037209302325581395;2019;12;15;2;0;0;0;0;0;2
956;"none
villain: none
victim: none.none.none";2;4;0.037209302325581395;2019;12;15;4;0;0;0;0;0;0
957;none.democratic party.americans;2;4;0.037209302325581395;2019;12;15;4;0;0;0;0;0;0
958;jake tapper.donald trump.nancy pelosi;2;4;0.037209302325581395;2019;12;15;2;0;0;0;0;0;2
959;nancy pelosi.donald trump.none;2;4;0.037209302325581395;2019;12;15;0;0;0;0;0;0;4
960;none.none.none;200;986;324.8764415156507;2020;1;1;58;158;154;236;188;160;32
961;none.kim jong un.north korea;10;20;0.32948929159802304;2020;1;1;0;0;0;4;4;12;0
962;none.donald trump.iran;7;14;0.16144975288303132;2020;1;1;2;0;2;2;0;0;8
963;none.donald trump.none;6;12;0.1186161449752883;2020;1;1;0;0;2;4;0;0;6
964;none.iran.united states;5;10;0.08237232289950576;2020;1;1;0;4;0;4;2;0;0
965;none.iraqi militiamen and their supporters.u.s. embassy in central baghdad;4;8;0.05271828665568369;2020;1;1;0;0;0;2;6;0;0
966;patrick kane.none.none;4;8;0.05271828665568369;2020;1;1;0;0;0;4;4;0;0
967;connor mcdavid.none.none;4;8;0.05271828665568369;2020;1;1;0;0;0;4;4;0;0
968;none.none.charlotte;4;8;0.05271828665568369;2020;1;1;0;0;2;2;4;0;0
969;"none
villain: none
victim: none.none.none";4;8;0.05271828665568369;2020;1;1;2;0;4;0;2;0;0
970;none.none.none;41;126;35.38356164383562;2020;1;15;68;6;2;6;4;2;38
971;none.donald trump.none;4;8;0.2191780821917808;2020;1;15;0;0;0;0;0;0;8
972;nancy pelosi.donald trump.none;3;6;0.1232876712328767;2020;1;15;4;0;0;0;0;0;2
973;kobe bryant.none.none;2;6;0.0821917808219178;2020;1;15;2;0;0;0;0;4;0
974;alex jones.global elite.80% of the world's population;1;10;0.0684931506849315;2020;1;15;10;0;0;0;0;0;0
975;none.bernie sanders.hillary clinton;2;4;0.0547945205479452;2020;1;15;2;0;0;0;0;0;2
976;none.mitch mcconnell.donald trump;2;4;0.0547945205479452;2020;1;15;0;0;0;0;0;0;4
977;john bolton.donald trump.republican senators;2;4;0.0547945205479452;2020;1;15;0;0;0;0;0;0;4
978;none.donald trump.joe biden;2;4;0.0547945205479452;2020;1;15;0;0;0;0;0;0;4
979;alex jones.global elite.world population;1;4;0.0273972602739726;2020;1;15;4;0;0;0;0;0;0
980;none.none.none;195;882;258.6315789473684;2020;2;1;84;140;168;188;136;128;38
981;nirmala sitharaman.none.none;18;108;2.9233082706766917;2020;2;1;0;10;44;36;12;6;0
982;kyrie irving.none.none;7;16;0.16842105263157894;2020;2;1;0;2;6;6;2;0;0
983;lebron james.none.none;7;14;0.14736842105263157;2020;2;1;0;0;4;4;2;4;0
984;lebron james.none.kobe bryant;7;14;0.14736842105263157;2020;2;1;0;0;10;2;2;0;0
985;none.donald trump.none;6;16;0.1443609022556391;2020;2;1;0;0;0;0;2;0;14
986;mike clevinger.houston astros.none;6;12;0.10827067669172932;2020;2;1;0;0;0;4;8;0;0
987;mary higgins clark.none.none;5;10;0.07518796992481203;2020;2;1;0;0;0;4;4;2;0
988;sofia kenin.garbine muguruza.none;5;10;0.07518796992481203;2020;2;1;0;0;2;0;8;0;0
989;andrei vasilevskiy.none.none;5;10;0.07518796992481203;2020;2;1;0;0;0;6;2;2;0
990;none.none.none;32;100;30.476190476190478;2020;2;15;42;0;4;2;4;8;40
991;none.donald trump.none;5;14;0.6666666666666666;2020;2;15;2;0;0;0;0;0;12
992;joe biden.none.none;2;4;0.0761904761904762;2020;2;15;0;0;0;0;0;0;4
993;pete buttigieg.rush limbaugh.none;2;4;0.0761904761904762;2020;2;15;0;0;0;0;0;0;4
994;pete buttigieg.none.none;2;4;0.0761904761904762;2020;2;15;2;0;0;0;0;0;2
995;greg laurie.none.none;1;6;0.05714285714285715;2020;2;15;6;0;0;0;0;0;0
996;alex jones.global elite.world population;1;6;0.05714285714285715;2020;2;15;6;0;0;0;0;0;0
997;alex jones.global elite.80% of the world's population;1;6;0.05714285714285715;2020;2;15;6;0;0;0;0;0;0
998;kevin drum.none.none;1;4;0.0380952380952381;2020;2;15;0;0;0;0;0;0;4
999;none.mick mulvaney.the public and the stock market;1;2;0.01904761904761905;2020;2;15;0;0;0;0;0;0;2
1000;none.none.none;195;1076;394.3984962406015;2020;3;1;52;174;146;254;232;124;94
1001;joe biden.bernie sanders.tom steyer;11;22;0.4548872180451128;2020;3;1;0;6;4;2;2;8;0
1002;joe biden.none.none;10;22;0.41353383458646614;2020;3;1;0;2;0;4;4;8;4
1003;leon draisaitl.none.none;9;18;0.30451127819548873;2020;3;1;0;0;2;6;8;2;0
1004;none.donald trump.none;7;14;0.18421052631578946;2020;3;1;0;0;0;0;0;0;14
1005;none.donald trump.united states;4;8;0.06015037593984962;2020;3;1;0;0;0;0;2;0;6
1006;joe biden.donald trump.tom steyer;4;8;0.06015037593984962;2020;3;1;0;2;2;2;2;0;0
1007;none.benjamin netanyahu.israeli citizens;4;8;0.06015037593984962;2020;3;1;0;2;2;0;0;4;0
1008;joe biden.tom steyer.none;4;8;0.06015037593984962;2020;3;1;0;0;2;0;0;6;0
1009;valanciunas.none.none;4;8;0.06015037593984962;2020;3;1;0;0;2;0;6;0;0
1010;none.none.none;31;108;27.669421487603305;2020;3;15;70;2;2;6;20;4;4
1011;donald trump.none.none;3;6;0.1487603305785124;2020;3;15;6;0;0;0;0;0;0
1012;alex jones.global elite.80% of the world's population;1;8;0.06611570247933884;2020;3;15;8;0;0;0;0;0;0
1013;none.china.united states;2;4;0.06611570247933884;2020;3;15;2;0;0;0;2;0;0
1014;jeff gowler.none.none;2;4;0.06611570247933884;2020;3;15;4;0;0;0;0;0;0
1015;none.joe biden.tara reade;2;4;0.06611570247933884;2020;3;15;2;0;0;0;0;0;2
1016;none.irgc.iran;1;2;0.01652892561983471;2020;3;15;2;0;0;0;0;0;0
1017;none.kimberley strassel.none;1;2;0.01652892561983471;2020;3;15;0;0;0;0;0;0;2
1018;none.judd apatow.republican party;1;2;0.01652892561983471;2020;3;15;2;0;0;0;0;0;0
1019;none.joy reid.none;1;2;0.01652892561983471;2020;3;15;2;0;0;0;0;0;0
1020;none.none.none;158;588;159.62886597938143;2020;4;1;12;116;150;124;76;84;26
1021;none.none.covid-19;6;12;0.12371134020618557;2020;4;1;0;6;2;2;0;2;0
1022;none.donald trump.none;4;8;0.054982817869415807;2020;4;1;0;0;0;2;0;0;6
1023;bernie sanders.none.none;3;8;0.041237113402061855;2020;4;1;0;0;0;0;0;4;4
1024;billy barr.none.none;3;6;0.030927835051546393;2020;4;1;0;0;0;0;0;6;0
1025;dr. deborah birx.none.none;3;6;0.030927835051546393;2020;4;1;0;0;2;2;0;2;0
1026;kristy tippett.none.none;3;6;0.030927835051546393;2020;4;1;0;0;0;0;2;4;0
1027;andrew jack.covid-19.andrew jack;2;4;0.013745704467353952;2020;4;1;0;2;2;0;0;0;0
1028;mark chapman.none.none;2;4;0.013745704467353952;2020;4;1;0;2;2;0;0;0;0
1029;walmart.none.none;2;4;0.013745704467353952;2020;4;1;0;2;2;0;0;0;0
1030;none.none.none;54;238;78.3658536585366;2020;4;15;72;2;8;30;74;4;48
1031;none.donald trump.none;7;14;0.5975609756097562;2020;4;15;0;0;0;2;2;0;10
1032;tara reade.joe biden.none;4;8;0.1951219512195122;2020;4;15;8;0;0;0;0;0;0
1033;boris johnson.none.none;3;6;0.1097560975609756;2020;4;15;6;0;0;0;0;0;0
1034;none.donald trump.joe biden;2;6;0.07317073170731708;2020;4;15;0;0;0;0;0;0;6
1035;none.joe biden.tara reade;2;6;0.07317073170731708;2020;4;15;6;0;0;0;0;0;0
1036;john doe.jane smith.none;2;4;0.04878048780487805;2020;4;15;4;0;0;0;0;0;0
1037;none.nancy pelosi.tara reade;2;4;0.04878048780487805;2020;4;15;4;0;0;0;0;0;0
1038;none.bill weir.none;2;4;0.04878048780487805;2020;4;15;4;0;0;0;0;0;0
1039;none.kelly loeffler.none;2;4;0.04878048780487805;2020;4;15;0;0;0;0;0;0;4
1040;none.none.none;192;706;260.1765834932822;2020;5;1;80;106;108;152;86;94;80
1041;none.donald trump.none;11;34;0.7178502879078694;2020;5;1;0;4;0;2;2;2;24
1042;none.donald trump.americans;9;20;0.34548944337811904;2020;5;1;0;0;0;0;2;2;16
1043;none.joe biden.tara reade;8;18;0.2763915547024952;2020;5;1;0;0;2;0;0;10;6
1044;none.donald trump.china;7;14;0.18809980806142035;2020;5;1;0;2;6;2;2;0;2
1045;none.none.covid-19;5;12;0.11516314779270632;2020;5;1;0;6;2;0;2;2;0
1046;drake.none.none;5;10;0.09596928982725528;2020;5;1;0;2;0;4;4;0;0
1047;none.donald trump.joe biden;4;12;0.09213051823416507;2020;5;1;0;0;0;0;0;0;12
1048;pornsupa hattayong.none.none;4;8;0.061420345489443376;2020;5;1;0;2;0;2;4;0;0
1049;muhyiddin yassin.covid-19.malaysian economy;4;8;0.061420345489443376;2020;5;1;0;0;4;2;2;0;0
1050;none.none.none;41;182;50.41891891891892;2020;5;15;62;16;4;10;72;18;0
1051;none.donald trump.none;2;8;0.10810810810810811;2020;5;15;0;0;0;0;6;2;0
1052;sejal shah.covid-19.james wright foley;1;12;0.08108108108108109;2020;5;15;0;0;0;0;0;12;0
1053;tracy o'neill.none.none;1;6;0.04054054054054054;2020;5;15;0;0;0;0;0;6;0
1054;godwin emefiele.none.none;1;6;0.04054054054054054;2020;5;15;0;0;0;0;0;6;0
1055;alex jones.global elite.80% of the world's population;1;6;0.04054054054054054;2020;5;15;6;0;0;0;0;0;0
1056;sen. ben cardin (d-md).democratic party.americans;1;4;0.02702702702702703;2020;5;15;4;0;0;0;0;0;0
1057;none.lev parnas.none;1;4;0.02702702702702703;2020;5;15;0;0;0;0;4;0;0
1058;john lewis.mitch mcconnell.african americans, latinx people, native americans, union members, and young people;1;4;0.02702702702702703;2020;5;15;0;0;0;0;0;0;4
1059;jerome powell.donald trump.none;1;4;0.02702702702702703;2020;5;15;0;0;0;0;4;0;0
1060;none.none.none;151;612;176.35877862595422;2020;6;1;50;148;122;160;82;20;30
1061;none.donald trump.george floyd;12;24;0.549618320610687;2020;6;1;0;4;6;8;4;0;2
1062;none.none.george floyd;10;22;0.41984732824427484;2020;6;1;4;6;4;6;2;0;0
1063;none.donald trump.none;6;12;0.13740458015267176;2020;6;1;0;0;2;4;2;0;4
1064;none.derek chauvin.george floyd;5;10;0.09541984732824428;2020;6;1;0;4;4;0;0;0;2
1065;christo.none.none;5;10;0.09541984732824428;2020;6;1;0;4;4;2;0;0;0
1066;none.scott charles cameron.dannyll goodsell;4;8;0.061068702290076333;2020;6;1;0;0;0;2;6;0;0
1067;mark davis.none.george floyd;4;8;0.061068702290076333;2020;6;1;0;0;4;4;0;0;0
1068;none.bogdan vechirko.george floyd;4;8;0.061068702290076333;2020;6;1;0;0;2;0;6;0;0
1069;chris fagan.none.none;3;8;0.04580152671755725;2020;6;1;0;0;0;0;8;0;0
1070;none.none.none;86;248;61.82028985507247;2020;6;15;50;8;26;18;20;92;34
1071;none.donald trump.none;7;14;0.2840579710144927;2020;6;15;2;0;0;0;0;0;12
1072;john bolton.donald trump.none;4;8;0.0927536231884058;2020;6;15;2;0;0;0;0;2;4
1073;none.donald trump.americans;3;6;0.052173913043478265;2020;6;15;0;0;0;0;0;2;4
1074;none.john bolton.donald trump;3;6;0.052173913043478265;2020;6;15;0;0;0;0;0;4;2
1075;joe biden.donald trump.none;2;6;0.034782608695652174;2020;6;15;0;0;0;0;0;4;2
1076;nancy pelosi.donald trump.none;2;6;0.034782608695652174;2020;6;15;2;0;0;0;4;0;0
1077;eventbrite.none.none;2;6;0.034782608695652174;2020;6;15;0;0;0;4;2;0;0
1078;none.donald trump.united states;2;4;0.02318840579710145;2020;6;15;0;0;0;0;0;4;0
1079;none.none.nypd officers;2;4;0.02318840579710145;2020;6;15;2;0;0;0;0;0;2
1080;none.none.none;131;516;161.7129186602871;2020;7;1;40;102;108;158;66;0;42
1081;anthony fauci.donald trump.united states;4;8;0.07655502392344497;2020;7;1;0;0;2;0;2;0;4
1082;none.donald trump.none;4;8;0.07655502392344497;2020;7;1;0;0;0;0;0;0;8
1083;none.china.hong kong;3;6;0.0430622009569378;2020;7;1;0;2;2;0;2;0;0
1084;none.stacey kelly greenup.vergel vesqualez;3;6;0.0430622009569378;2020;7;1;0;0;0;0;6;0;0
1085;mason greenwood.none.none;3;6;0.0430622009569378;2020;7;1;0;0;6;0;0;0;0
1086;jason bateman.none.none;3;6;0.0430622009569378;2020;7;1;0;2;0;4;0;0;0
1087;scott morrison.china.australia;3;6;0.0430622009569378;2020;7;1;0;2;0;0;4;0;0
1088;bruno fernandes.none.none;3;6;0.0430622009569378;2020;7;1;0;0;6;0;0;0;0
1089;eventbrite.none.none;2;6;0.028708133971291863;2020;7;1;0;0;0;4;2;0;0
1090;none.none.none;53;202;55.47150259067357;2020;7;15;60;20;18;18;52;0;34
1091;none.donald trump.none;5;10;0.25906735751295334;2020;7;15;0;2;0;0;2;0;6
1092;none.donald trump.americans;4;10;0.2072538860103627;2020;7;15;2;0;0;0;0;0;8
1093;none.donald trump.joe biden;3;6;0.09326424870466321;2020;7;15;4;0;0;0;2;0;0
1094;john lewis.none.none;3;6;0.09326424870466321;2020;7;15;6;0;0;0;0;0;0
1095;lebron james.none.none;2;4;0.04145077720207254;2020;7;15;4;0;0;0;0;0;0
1096;none.roger stone.none;2;4;0.04145077720207254;2020;7;15;0;0;0;0;2;0;2
1097;donald trump.none.none;2;4;0.04145077720207254;2020;7;15;0;2;0;0;2;0;0
1098;joe biden.donald trump.none;2;4;0.04145077720207254;2020;7;15;0;0;0;0;0;0;4
1099;chris wallace.donald trump.none;2;4;0.04145077720207254;2020;7;15;0;0;0;0;0;0;4
1100;none.none.none;165;616;182.1505376344086;2020;8;1;42;100;148;102;100;90;34
1101;none.donald trump.tiktok;22;44;1.7347670250896057;2020;8;1;0;8;12;14;2;6;2
1102;none.donald trump.none;8;22;0.3154121863799283;2020;8;1;0;2;2;0;2;0;16
1103;microsoft.donald trump.tiktok;5;10;0.08960573476702509;2020;8;1;2;0;4;4;0;0;0
1104;none.donald trump.joe biden;4;8;0.05734767025089606;2020;8;1;0;2;0;0;0;0;6
1105;jonathan isaac.none.none;4;8;0.05734767025089606;2020;8;1;0;2;2;2;2;0;0
1106;mark zuckerberg.none.none;3;6;0.03225806451612903;2020;8;1;0;0;6;0;0;0;0
1107;narendra modi.none.none;3;6;0.03225806451612903;2020;8;1;0;2;0;4;0;0;0
1108;taiyo shima.none.none;3;6;0.03225806451612903;2020;8;1;0;0;0;0;6;0;0
1109;none.donald trump.kamala harris;3;6;0.03225806451612903;2020;8;1;0;0;0;0;0;0;6
1110;none.none.none;81;254;61.59880239520958;2020;8;15;68;6;6;34;72;34;34
1111;none.donald trump.none;11;24;0.7904191616766467;2020;8;15;2;0;0;4;2;0;16
1112;joe biden.donald trump.none;4;8;0.09580838323353294;2020;8;15;4;0;0;0;0;0;4
1113;none.donald trump.americans;3;10;0.08982035928143713;2020;8;15;0;0;0;0;0;2;8
1114;none.joe biden.none;3;6;0.05389221556886227;2020;8;15;6;0;0;0;0;0;0
1115;none.kyle rittenhouse.jacob blake;3;6;0.05389221556886227;2020;8;15;0;0;0;0;0;0;6
1116;the weeknd.none.none;2;4;0.023952095808383235;2020;8;15;2;0;0;0;0;2;0
1117;mike dewine.none.none;2;4;0.023952095808383235;2020;8;15;0;0;0;4;0;0;0
1118;bernie sanders.none.none;1;8;0.023952095808383235;2020;8;15;0;0;0;0;8;0;0
1119;ellen degeneres.none.none;2;4;0.023952095808383235;2020;8;15;4;0;0;0;0;0;0
1120;none.none.none;136;494;139.38589211618256;2020;9;1;82;82;82;118;0;104;26
1121;none.donald trump.joe biden;9;20;0.37344398340248963;2020;9;1;10;2;2;0;0;0;6
1122;none.donald trump.jacob blake;6;12;0.14937759336099585;2020;9;1;0;0;6;2;0;0;4
1123;none.donald trump.none;5;12;0.12448132780082988;2020;9;1;2;0;2;0;0;2;6
1124;chris paul.none.none;4;8;0.06639004149377593;2020;9;1;0;0;0;6;0;2;0
1125;none.donald trump.americans;3;8;0.04979253112033195;2020;9;1;2;0;0;0;0;0;6
1126;naomi osaka.breonna taylor.misaki doi;3;6;0.03734439834024896;2020;9;1;0;0;4;2;0;0;0
1127;none.none.india;3;6;0.03734439834024896;2020;9;1;0;0;4;0;0;2;0
1128;ed markey.joe kennedy.none;3;6;0.03734439834024896;2020;9;1;0;0;0;0;0;6;0
1129;ed sheeran.none.none;3;6;0.03734439834024896;2020;9;1;0;0;0;0;0;6;0
1130;none.none.none;105;294;78.75;2020;9;15;32;40;28;44;100;8;42
1131;none.donald trump.none;12;26;0.7959183673469388;2020;9;15;2;2;0;0;4;4;14
1132;none.donald trump.joe biden;9;20;0.45918367346938777;2020;9;15;4;6;0;0;2;0;8
1133;none.donald trump.ruth bader ginsburg;4;8;0.08163265306122448;2020;9;15;0;0;0;0;2;0;6
1134;joe biden.donald trump.none;3;8;0.061224489795918366;2020;9;15;0;0;0;0;2;0;6
1135;eventbrite.none.none;2;10;0.0510204081632653;2020;9;15;0;0;0;10;0;0;0
1136;ruth bader ginsburg.none.none;3;6;0.04591836734693877;2020;9;15;0;0;0;0;6;0;0
1137;sylvester stallone.none.none;2;4;0.02040816326530612;2020;9;15;0;0;2;2;0;0;0
1138;none.donald trump.united states;2;4;0.02040816326530612;2020;9;15;0;2;0;0;2;0;0
1139;none.donald trump.americans;2;4;0.02040816326530612;2020;9;15;0;0;0;0;0;0;4
1140;none.none.none;119;408;97.29859719438878;2020;10;1;54;102;104;50;0;40;58
1141;none.donald trump.none;12;24;0.5771543086172345;2020;10;1;0;4;2;10;0;2;6
1142;none.donald trump.joe biden;5;10;0.1002004008016032;2020;10;1;0;4;2;2;0;0;2
1143;none.none.covid-19;3;6;0.036072144288577156;2020;10;1;0;2;2;2;0;0;0
1144;matt hancock.none.none;3;6;0.036072144288577156;2020;10;1;0;0;4;2;0;0;0
1145;none.donald trump.hope hicks;3;6;0.036072144288577156;2020;10;1;0;0;0;4;0;0;2
1146;kamala harris.mike pence.none;3;6;0.036072144288577156;2020;10;1;0;2;2;2;0;0;0
1147;sean conley.none.none;2;4;0.01603206412825651;2020;10;1;0;4;0;0;0;0;0
1148;sir david attenborough.none.none;2;4;0.01603206412825651;2020;10;1;0;2;2;0;0;0;0
1149;nancy pelosi.donald trump.none;2;4;0.01603206412825651;2020;10;1;0;0;4;0;0;0;0
1150;none.none.none;88;356;72.85581395348837;2020;10;15;94;4;10;70;0;56;122
1151;none.donald trump.none;9;24;0.5023255813953489;2020;10;15;2;0;0;2;0;4;16
1152;joe biden.donald trump.none;7;16;0.26046511627906976;2020;10;15;2;0;0;4;0;0;10
1153;none.donald trump.joe biden;5;10;0.11627906976744186;2020;10;15;2;2;0;2;0;0;4
1154;none.donald trump.americans;3;6;0.04186046511627907;2020;10;15;2;0;0;2;0;0;2
1155;none.joe biden.hunter biden;3;6;0.04186046511627907;2020;10;15;4;0;0;0;0;0;2
1156;joe biden.none.none;3;6;0.04186046511627907;2020;10;15;0;0;0;6;0;0;0
1157;sam kerr.none.none;1;16;0.037209302325581395;2020;10;15;0;0;0;0;0;0;16
1158;khabib nurmagomedov.none.none;2;4;0.018604651162790697;2020;10;15;0;0;0;0;0;2;2
1159;leni robredo.none.none;2;4;0.018604651162790697;2020;10;15;0;0;0;0;0;4;0
1160;none.none.none;180;798;293.14285714285717;2020;11;1;80;134;144;132;118;116;74
1161;joe biden.donald trump.none;14;32;0.9142857142857143;2020;11;1;2;0;6;0;4;4;16
1162;none.donald trump.none;13;30;0.7959183673469388;2020;11;1;2;2;0;4;6;8;8
1163;none.donald trump.joe biden;13;26;0.6897959183673469;2020;11;1;4;6;6;0;2;2;6
1164;gervonta davis.none.leo santa cruz;12;28;0.6857142857142857;2020;11;1;0;2;2;6;14;2;2
1165;sean connery.none.none;9;18;0.3306122448979592;2020;11;1;0;4;0;2;0;12;0
1166;joe biden.donald trump.black community;8;16;0.2612244897959184;2020;11;1;0;0;6;8;2;0;0
1167;gervonta davis.leo santa cruz.none;6;12;0.14693877551020407;2020;11;1;0;2;0;2;6;2;0
1168;joe biden.none.none;5;10;0.1020408163265306;2020;11;1;2;0;2;6;0;0;0
1169;brett sutton.none.none;5;10;0.1020408163265306;2020;11;1;0;4;0;4;2;0;0
1170;none.none.none;60;196;65.69832402234637;2020;11;15;66;2;10;44;10;10;54
1171;none.donald trump.none;7;16;0.6256983240223464;2020;11;15;2;2;0;0;0;0;12
1172;dolly parton.none.none;4;10;0.223463687150838;2020;11;15;2;0;0;4;0;0;4
1173;none.donald trump.joe biden;4;8;0.1787709497206704;2020;11;15;0;0;0;0;0;0;8
1174;eventbrite.none.none;2;16;0.1787709497206704;2020;11;15;0;0;0;6;10;0;0
1175;none.joe biden.unborn children;3;6;0.1005586592178771;2020;11;15;6;0;0;0;0;0;0
1176;sam kerr.none.none;1;12;0.0670391061452514;2020;11;15;0;0;0;0;0;0;12
1177;chuck grassley.none.none;2;4;0.0446927374301676;2020;11;15;2;0;0;0;0;0;2
1178;tom hanks.none.none;1;6;0.0335195530726257;2020;11;15;0;0;0;6;0;0;0
